text,label
"This is my first time rating this app because I noticed that there were changes in putting a reminder. Hopefully after the task tab, the time & date will be under it. It's a bit hassle that it was made smaller that without my glasses I didn't notice it for several times. Also,I don't see any purpose of sharing it to other people ;so it should not be the priority. I hope that you can do something about this. Anyway, thank you for helping me get through my daily tasks.I'll wait for another update",neutral
 nice .. I can`t ever get that from my ex!,positive
 i want to gooo,positive
"brilliant! I absolutely adore this app. so easy to set up, makes using google calendar for agendas even easier than just using google calendars! the events on the clock face just clicked instantly for me, the fact that they can be colour coded is delightful. the widget is great, and even shortcuts from there can be personalised. I got the pro version even though the free one does everything you need it to. having 24 hour option is good though, and even more colour customisation now. LOVE it!!",positive
"I don't quite get the categories for tasks, I hope there is an option to 
hide it or remove it.",positive
eating maccies,neutral
 all the best for your IB exams Carl. I hope you don`t find them too difficult and that they go well for you.,positive
94 more days till BH comes back to LA,neutral
at panera for lunch  byyy myself  aww,negative
 yessssssir!!,neutral
I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral
#3wordsaftersex it hurts now,negative
"Would you quit directing me to the website!? If I want to join a party/guild it should be done on the app. It won't let me log in on the site AT ALL.. Why you people would choose to have it so if you use ""log in using Google"", it resets and begins a whole new account without asking, now I have two accounts on one email? It won't even give me my password! I tried resetting it several times. How annoying, bad design. After I spent so much time on the app too, all for it not to work",negative
at work......thinking about the rest of my finals...summer almost here,neutral
"It is good, but you should add some predefined themes in the palette and not only allow the user experiment",neutral
" haha. not sure what local is to you, but if i was then you`d have to fight me for it!",neutral
 lol yeah I guess you have a point,neutral
trying to get a sale in my job...,neutral
im joining twitter  lol,positive
 I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol,neutral
" wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",neutral
 yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,positive
#twpp ..still nw in trending topics..,neutral
 you coming on myspaceee? if yr doing work though dnt bother,positive
I kinda forgot how much I love the darkness,neutral
flipping out on my hairloss....gotta go to the doc.,negative
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",negative
 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,positive
 Yes for sure ! its all that i would eat !!,neutral
"Love the app and bought the full version in February, but recently it quit syncing between my phone and my tablet. I emailed support about the issue on June 2. The tasks are syncing now, but calendar items still are not syncing.  Wish they would fix the issue!",neutral
cba with exams! 17 left!,neutral
 hahah i sowwie hun  whats up thoe ?,neutral
Good. But repeat mode is not working properly. I am looking for some other app,neutral
Heres the thing. I love this app and the idea behind it. But for some reason its so dang glitchy. Pages wont always change when i scroll. Tasks dont refresh. I often have to completely close the app. Help! Very willing to change this review to 5 stars if we get this figured out.,negative
wow...i have to many bookmarks...i just spent a good hour organizing,positive
"Sadly this is the best to do list I have seen.  Very glitchy.  Tasks done weeks ago magically show up and you have to delete them again.  A grocery list I didn't even want replicated itself 12 times.  My personal list replicated itself 13 times and when I deleted the second to last iteration of this it deleted everything I had ever typed into my lists.  Calendar support only available on ipad and android phone, not in browser window.  You have to trick the system into puting a date on items by setting a reminder and then going back in to deactivate the reminder.  I like that you can move items around however you want and that items left undone today stay in the today category instead of just floating out of the system.  It is odd that something as unfinished as this emerges as king of the hill in this category.  I would have thought that the global creativity and intelligence of humanity would have far surpassed this but apparently not.",neutral
 LMAO...but you`ll still have me! I am thoroughly enjoying our conversation,positive
 You know what they say about great minds...,neutral
Jacqueline Wilson day on CBBC,neutral
"Free version allows only up to 5 habits to be added, but app description doesn't mention it. Had to spend an hour setting up habits then uninstall the app and find a new one.",negative
Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative
Surfing the web...,neutral
ughhh studying for finals i wish i could go to prom,positive
ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...,neutral
 Cool. You should qik some stuff from the newsroom sometime. LOL.,positive
 aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral
Kimberlee Hatch!!!!!!! I miss you,negative
Reading through today`s paper along with some watered down coffee compliments of my `rents...,neutral
It took me a while to login because of terrible security checking. And after it suggested to migrate all the data from Wunderlist without option to cancel. Terrible beginning.,negative
The app does not work. I can use my phone freely but it seems like a great app. Also there is no instructions for LG phones.,neutral
i wish i was in Jonathon Ross` audience right now,neutral
 argh! color me jealous! That rain I asked for the other day still hasn`t gone away,negative
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,negative
Waiting in line for the Beast with Matthew.    I won`t be riding.,neutral
is goin out  to  dinner!,neutral
_II It`s foggy here,neutral
nice but I wish it had more flexibility.,neutral
i wish it was summer,neutral
 - thank you - I take that as a compliment if I may -,positive
Love this apps. Would be great if can aks before delete task,positive
who has a day long text conversation? me.,neutral
@Lou911 Lebron is MURDERING shit.,positive
Good Cool,neutral
"Using for a week now, i like seeing the statistics and that the free version will track 5 habits.",positive
No option to set daily tasks as only Monday to Friday.,neutral
 - I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,positive
is  wishing work was done soon  <3,positive
 whaaaat what about your house? You`ve been working so hard on it!,negative
why on twitter does no one talk 2 me i know your all celebs and i`m nt but it`s nice to be spoken to once in a while,positive
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
http://twitpic.com/4jkes -   Here`s your follower count.,neutral
Best task app I've found with reminders and a variety of tasks types. Keep up the good work.,positive
 because i stopped today :S wish me luck.....  (had to overload first),positive
Sucky day so far hope it gets better,neutral
Thinks FML should changed to LML (love my life),positive
 can you give me the link for the kimba diaries please?,neutral
 yeah i did haha 3rd episode is up as well,neutral
is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,positive
"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",neutral
"Great and powerful app, except for one thing: location doesn't work when entering addresses. Whenever I type an address with house numbers, the location recommendation list never contains the house number...",neutral
 I can understand the fear. I feel that way about many things. You really need motivation to overcome it. Mine was guilt,negative
" I had it! On my itunes, but then I lost all my songs.",neutral
Is in serious pain.,negative
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,negative
"Great idea, but missing something and feels incomplete.",positive
It's a very efficient and useful app but I'm disappointed in the stats function. It started out lagging a day behind - fair enough - but now it's at least 5. I like having stats to motivate me and this feature is now useless.,neutral
"oh happy day!!! nice weather, smiling, happy baby and icecream later",positive
back from lunch and I just remembered I have to join the daily recap with JB,neutral
Good apps. However I want to quit the subscription. Could u help me?,positive
  pleasure  anytime,positive
"Beautiful UI/UX design. Very easy to navigate and the developers keep adding useful features. If you're looking for an app with a to-do list feature and a pomodoro timer, TickTick is a great choice. I don't use the premium version and so far, I've still been able to access a lot of features. I highly recommend this app.",positive
ShaunWoo hate'n on AiG,negative
 Thanks for that,positive
I need one more follower.,neutral
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",negative
" LOL!  Considering the recent debate on DL, I`m not touching the bad boy thing.  I like the logical ones.",neutral
 I`m still working.,neutral
" i`m a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",positive
add notebook page,positive
"I like this app, because it fits well in my daily routines and offers very many settings, especially regarding appearance. It has some basic design flaws and misses some easy opportunities, but all in all it is a valuable application for my personal time management.",positive
It`s a beautiful nice day and I`m stuck inside!,positive
"Could be good if basic features like icons weren't locked behind a paid subscription. Update: your calling THEMES an advanced feature because you want to not because it is one.... Sorry but changing the background color to black, which it should be in the first place isn't an advanced feature, it's about one line of code. I'm a software engineer myself and know the difference between the two. Same goes for icons which are essentially to app functionality. Check out Notion for a great example.",negative
"Well, my dog still isn`t at the shelter. I hope someone good has him",positive
"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",positive
 pansy  wtf codeh?!,negative
 hey you weirdo! haha jk! I love you!,positive
Okay so I`m trying to be happy and deal with my problems and my friends` also. Its hard,negative
It's just a skin for Google calendar.,negative
"I love this app. I use it for everything. Except every new day, the widget is blank. I go to the app, check the list, confirm I have things to do, go back to my homescreen, and it is still... Blank.",neutral
 Your STFU E3 list link is broke,neutral
Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,negative
Bloody sunburned,negative
" I saw the play of it here, it was amazing",positive
"It's too confusing for me. I got the part, how to play the game. But the 
rewards are too many and too confusing. Would have loved the app, if the 
game was simple with better graphics.",neutral
(that was a  btw -_-),neutral
The app is crashing and not working . plz help. -XDAOfficial . Edit: Now I can't even sign in !! All settings are in Mandarin !!!,negative
why the hell is youtube not working???  NO NO  NO NO   NO  NO NO NNO NO,negative
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,positive
 sorry love had no left overs  but come through sat @ mi casa for ton`s birthday! we`ll have tons of food,negative
 I know. But it won`t be the same,neutral
"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",negative
I have tried few. This is my choice for work and private use,positive
"When I first downloaded this app I loved it. I enjoyed being able to see my day at a glance and everything was working fine. For some reason the widget will not open the app for me anymore and I have no idea how to fix it. I tried to uninstall the app and install it again and it still doesn't work. Anybody has any suggestions, I'm open to them. I use an android. Just to clarify, the app itself is still working, the widget is not.",neutral
Tom graduated today,neutral
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I`m gonna go disinfect it now...but bugs beware!!,neutral
 I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,negative
haiszt.. im here in the office doing nothing but tweet haha! fun!,positive
Love it. I wish there was a reminder option for when things ended as well. I think there used to be. Or maybe that was another app.,positive
I Need a freaking adventure.,neutral
" John ohh, I like you. Like, Like-Like you.  Best show ever. <3 the maine.",positive
"Free version limits you to 9 checklists, but ad-free, intuitive and extensive functionality are totally worth it. Best feature IMO is shared lists and ability to assign tasks to certain people.",positive
 very talented Sam,positive
This headache is killing me yet I need to cover some boring police event.,negative
 went to wingstop without me,neutral
just finished YSC runthrough for service! It`s gonna be awesome!  - http://tweet.sg,positive
"The app itself is great and I don't mind that there's a paid premium version. In fact I think that's a great idea, but I don't want to have to pay a subscription for a simple list app. I'd absolutely pay a generous one time price for it because the app is worth it, but I don't care for another subscription. I'll have to stick with the free version",positive
These days have been looking better better betterrrrrrrr.,positive
Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,positive
Grand Indonesia with mom n sisters...,neutral
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",negative
"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",negative
 I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,neutral
 she`s just finished!  The Pretenders now. x,neutral
 should I still come? Its gonna be a while,neutral
So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,neutral
 'toys'??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn`t get the Wolverine glove,neutral
Cool planner visualization tool,positive
Lack of plans for tonight  Anyone going out?,neutral
"Its a good way to manage your time, but after a while the timeline menu bugs out and stops sending notifications. Besides that the app is very good.",neutral
"In the ""important"" category add option ""sort by group and list name"". Do the same for the widget. It is possibol to have important things from different category so categorising it in ""important"" segment make's it cleaner and easyer to track.",positive
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",negative
If my phone dies I will die too!,negative
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive
 Two more tweets to go for 2345 tweets,neutral
Facebook login not working,neutral
mine too <3,positive
" already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",negative
 baby help me with math,positive
 Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,positive
"Functional, does everything I want it to do, versatile and allows for both habits and one-off tasks. The only improvement I want to make is changing the colours of the completion status icons.",positive
Lately i`ve been waking up with the sun in my face but not today..,neutral
"urgh, i really hate that medicine",negative
 I hear you sister!!    Same here.,neutral
" Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",neutral
I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),positive
sad that school is over gonna miss all my friends and teachers,negative
 thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive
 of course its not coming to boise,negative
 What you said is as good as day dreaming!  sorry to say that our country is in such a state....,negative
Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,neutral
 Alternatively you could spend the afternoon reading 'Pride and Prejudice and Zombies',neutral
"is suffering from hayfever, is drowsy from too much Piriton, and is heading to bed with the air purifier on",negative
I guess I am too freaky for followers.,negative
" new album is truly genius, so happy with it",positive
Sugar Free Should Have Gone Through In stead On 2 Grand  They Were So Good and 2 Grand Is A Bit Too Cheesy,neutral
"making more muffinsss, wheat jerm AANNNDD psyillium husk",neutral
Easy to use and has all basic functions required,positive
 oh no your sick! I`m feeling kinda sick too  and I`m hating this overcast weather!,negative
1 more day!,neutral
is upset about the whole GM thing. life as i know it is so screwed up,negative
" yeah, its super **** today   Stupid writing!  ugh",negative
 fun who did you go with??? Another park no invite!  LOL,neutral
 hey you!,neutral
 Hi  how are you doing ???  *just joined twitter...*,neutral
Wow... I was tricked into the #hoppusday hype today....,positive
Ughh. That Miley creature song has infested itself in my brain!,negative
"Boingo connected without fuss this time, but it`s slower`n snail piss...    (MDW, Food Count between Concourses A and B)",neutral
"Doesn't sync properly anymore. Have been using the free version of this calendar app with my Google calendar for years without problems. But for the last half year or so, the appointments don't sync, the invites don't get sent. It has become unusable and unreliable. I have had to switch to the Google calendar app now.",negative
"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral
"It was working ok for a couple of months, then would not let me sign in.    Funny thing is I don't remember signing out!  I would simply hit the icon on my android and it would just be there.  Sure looks like it works for others.",negative
" that`s family for you  imna crash, woke up 630 3 days in a row....lol",negative
 super stressful day & can`t sleep...glad I found you your so sweet to take the time to make strangers feel good.,neutral
"Engaging and effective. It doesn't seem to be possible to use a Google Play balance to pay for gems, though.",positive
HEY YOU` ALL SUCK;its anybody on there :s im so bored common answear me,negative
"F*** up big, or go home - AIG",negative
 omg! I dont blame you! hope you didnt hurt him too bad,positive
"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",negative
widget is not working completely. It does not sync with the app. Plz solve this problem,negative
Up and at`m   getting ready for work,neutral
symphonic I,neutral
   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,neutral
will be heading to baguio in a few hours.,neutral
"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",negative
I wish it would rain...but it won`t,neutral
Wants to game tonight with her friends,neutral
"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",negative
"Can't use with VPN. I practice Information Security and prefer to use a VPN whenever I can. I use 2 Norton & NordVPN (not of course at the same time). In both usage cases, when my VPN is activated it would say there is no connection. I have even tried different servers. Is there a reason that VPNs are a problem for your service? How is your data management & security? Does your company view people's data? How do you keep others from being to steal others data, because username & passcodes...",negative
_artillero Hahaha. Sana someone`s selling the full version of 'Coding Workshop Photo Recovery Wizard' CD! Demo mode lang eh,neutral
The app is lagging too much never happened before and when I try to plant it's not planting,neutral
It's OK for now havent really done much with the app yet,neutral
fun and helpful. graphics are awesome. just needs a few tweaks. too easy to cheat. i don't like the tavern because i am in recovery from drugs and alcohol so it's kinda anthemic. maybe a temple option would be a better social forum for inclusion for those of us who don't drink and/or use drugs. it would also be nice if you could continue to see completed to-do items after you have checked them so you can continue to visualize your progress.,negative
Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,negative
i lost my voice . what should i do ? it`s very torture,negative
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,negative
thinks Aaron is pretty darn awesome,positive
Must head back to the office,neutral
" I know, thx  But I`ll be ok.",positive
 doin fine relaxin at work... Hardly working,positive
Really disappointed with the full screen adverts now taking over this otherwise great app. Will be uninstalling and choosing another alternative app (there are plenty) big mistake by the developer!,negative
" why, hello there  How`s life on the other side of the screen?",neutral
" LOL, yeah I do it cuz it just seems that way sometimes don`****",neutral
 garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.,neutral
ooooh.... I have a headache.  Got to go to work now,positive
I set weekly view in settings and for few days the app worked fine but today i tried to go back to months view and i tried to access settings but when i try to do that the app closes,negative
 I also believe in some things are meant to happen.,neutral
"@ RyanSeacrest : hi there might be a problem as it says no stream online, wat`s not right?",negative
well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*,positive
 Yes...met Jon last yr at an interesting 'Questionning Agile' Agile 2008 session.  Don`t see him on this yr`s schedule.,positive
"I like the idea and will probably keep using it but it keeps telling me I'm 
not connected to the internet even though I am. I don't know whether it's 
working fine and throwing errors or if I might be missing features due to 
these errors. Nonetheless worth downloading.",neutral
"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",negative
"http://twitpic.com/4w67l - Im hard core, you just dont know it.",neutral
"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions",neutral
  I know... he`s mad at us... :`(,negative
 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,negative
not really the app that I was looking for but ok,neutral
"It is really a useful app and I liked it, But I have a proplem that my tree doesn't die when I leave the app. It actually blocks me from using apps, but when I remove it from the background (tapping the right button and remove it by scrolling up), I can open any app and forest stops working. What I want exacly is to make my tree die when I leave forest and never be able to use apps when I try to do so during focusing time. Please tell me if there is any solution for this and thank you so much.",positive
Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,negative
 sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),negative
"The app is excellent in it's working. However, it crashes frequently, making me uninstall and reinstall it. Typically I think it happens if I open the app after a few days, without closing it properly ( forcing it to go in the background).",neutral
Is miserable  i feel like im gona cry  sux!,negative
"The app version has so much more to improve. Aside from being buggy, a lot of features are still missing compared tovthe web version. Four stars because it helps me nonetheless. I wish the team best of luck and thank you for Habitica! ✨",positive
 Oh no! I guess I`m officially a big nerd now. I heard the movie is great even if you don`t like Trek... and I do,negative
http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours,neutral
"Being tall has its ups and downs , my legs are in pain",negative
 We need men to give their input too so I`ll fill u in on the time very soon,neutral
Clear and easy to use,positive
Not happy that when a new task is entered it goes to the bottom of the list instead of automatically to the top like it did in Wunderlist. It's crazy that you have to drag every entry to the top of your list.,neutral
 actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral
In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away,negative
"Pretty great app, motivates me to do stuff I normally wouldn't want to because of the prospect of leveling up. One small gripe I have is that if something with a reminder is marked complete before the reminder goes off, it still reminds you even though you've already done it. Also, sounds when you mark something, etc come out the Ringtone channel, not the Media channel.",positive
"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",positive
" Rt/WestCoastGal88 - It`s the facial hair, they both need to shave  [Jr and JJ]",neutral
" grabe, norms. i researched; dami pala flamenco forms and sub-forms. kaloka!  i attempted a Solea. kaloka ang 12-beat!",neutral
I soo wanna eat McDonalds Fries,neutral
"i`m sorry i`m neglecting you, twitter.",negative
My best mate found out that I am moving. She doesn`t understand I wanna do something with my life; Leaving to go to Uni..,negative
Very useful BUT needs Dark/Night mode. Am sure that aint to hard to create?,neutral
"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",negative
" look, i`m following you!",neutral
good job!,positive
Just a awesome app!! Update: This app has really helped with my adhd! Still love the app. Now if I could do email from it. It would be the best app I have ever downloaded.,positive
 Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
"A glorified ""stock calendar"", as Tech Support calls it (the native Calendar app). Forget it if you have an Outlook calendar; notwithstanding what appears on the app, only Exchange is supported. Seems they spent more time on bells and whistles than the underlying architecture of the app",negative
"Minimum 3 stars, no real problems so far. Nothing to compare it to but its bright and keeping me organized.",neutral
 ha... I thought you would enjoy the Family Guy reference... and I`m more bored than you,negative
 ahh ok! Enjoy! I`ll miss it,neutral
trying to watch lost online very annoying and slow...the internet not lost,negative
"I have used this app for my business for a looong time and love it. However can someone explain to me why I'm getting spam notifications from BC2 announcing my winning stuff like shoes and iPhones? At least once a week this happens and as I said I use it for my business and don't really have time to forward these things to 10 of my friends via Whatsap, which I do not use. If it's you guys, stop it. If it's some other hijinks then let me know how to fix it, please.",negative
Almost to grandmas now. No internet there. I will never catch up on twitter.,negative
Make it possible to attach images and links,positive
i miss justin timberlake`s voice. i want him to make new album again,negative
Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,neutral
"Great app, keeps me on track and efficient. Helps me stick to my New Year's goals. Just wish we could add more habits.",positive
Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic.,positive
Kristen i miss you,negative
" yeah i think it just depends on what you`re doing with it, but at least im getting it for free  ill miss my sk though",neutral
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,negative
Nooooothing to do tonight,negative
"Have been using this app for years and have loved it. However, a recent update that includes full screen ads alsolutely kills it. I do appreciate that the developer has kept the app clean and free for the last few years. But with full screen ads, NO, sorry.",negative
 i agree.,neutral
" concur with http://tr.im/kmVl, but people can`t wait. Don`t stop making VAS. When clouds become a commodity, do 'cross-cloud'",neutral
  Hope everything ok! Can burr fix this?,positive
I love those creditcard-sized memory sticks. And Microsoft keeps sending them to me,positive
 just got Zion tweet,neutral
"I love Habitica. I love the social aspect of it. If it didn't have the social media portion of it, I probably would have unistalled it as,soon as I installed it. The social portion of it gives me a, reason to check it, and reminds me to try and meet my goals.",positive
" I will take lots of pics! it is really pretty there, lots of palm trees.",positive
 It starts again June 14,neutral
 sorry about that anna wintour repeated tweets!! sooo sorry  somethings up... | was wondering abt the quad tweet ;),negative
do some research for my article,neutral
At work full of weekend vengaboys zane lowe wolf from gladiators **** memories,neutral
New picture  bored.,negative
 Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,neutral
I used past 5 years...Nice app .. But now More Advertisement ...so I uninstall the app..,negative
"_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",neutral
"a little confusing at first, but it transfers your calendar and alarms to the app. one bad part is it adds everything on your calendar. like if you add ""eat breakfast"" it'll go on your calendar. so that's only a little annoying since my calendar needs to be clear and easy to read. but besides that. it works well",neutral
"I like it a lot. But it doesn't have as much of the GAME aspect to it. I wish there was a feature where you character could actually play in an rpg game using the equipment and skills you earned. You could have a little rpg game on the side and has cute little morality stories. Without it, it doesn't really incentivize much.",positive
"Really nice, great new take on daily calendar but causes constant appcrashes",neutral
"I love this would be 5 stars, but i have a few complaints.  First off,  i like that it syncs with google calendar.  I wish that it would sync with Svoice too. That away i can see my tasks list and notes for the day using svoice. Also it would be nice if i dont complete a task for that day that instead of having to delete it, i could move it to another day. Those would be some great features. Thanks",neutral
i want some followers,neutral
 bored,neutral
"BTW, hey ppl. lol TGIF. Hopefully ur day is gr8. Mine is aight. Feeling like it kinda sux I got no plans 4 the wknd....",positive
KOBE IS GOOD BT LEBRON HAS MY VOTE,positive
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,negative
I love the app. It has helped me a lot by helping me easily track my habits. I gave it a four because I sent them an email months ago they never answered.,positive
"For me it takes a lot of additional actions to schedule a task and set the reminders. Even in free apps I can do it easier. For one task I've left comments from mobile phone, however I couldn't find then. They were only in the web version. Of cource there are things that I like: projects, subtasks, labels, reminders by location. And access from a mobile phone and a browser.",positive
"thanks iPhone, you kept me up till 1 am. ****.",neutral
Great but when you set a target date it doesnt remain as is and shifts to another day for that month.,neutral
 no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,negative
"I like the app. Except for some reason it now says it doesn't work with my account even though I can use it everywhere else. I've done all the ""IT"" things I can think to do. But to no avail. Guess I'll be looking elsewhere now.",negative
 which means i spend more time alone than with friends and family. how sad,negative
RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral
It would be great if the notifications actually works!! I don't get notified by any task I put in at all,neutral
  Happy Belated birthday hun!! My net broke  This is the first chance i`ve had to get online! Luff Yooooooo xxxxxxxx,positive
just picked her kids up from Challenger for the last time.,neutral
good.one,neutral
So much fun to use and makes me feel better about doing everything I need to,positive
 lol we should start a group lol the **** sisters,neutral
 It`s your inherent humility,positive
May the 4th Be with you all!,neutral
" I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",negative
ah my tummy hurts  **** starbucks sugar/chocolate/caffeine,negative
  Hi jonas brothers  you came to argentina la otra vez,neutral
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",neutral
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative
_Oyler Poor little woman with her smushed in head,negative
By far this is the best to do list app I have used . But I have 2 issues with new widget. First :I can't press the icon and go to the app like I used to. The icon is gone now . And second: the font is too small .really hard to read my list .,positive
___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,neutral
 I agree with _Crazy it`s not worth it - block them & let Twitter police know about harrassment.,negative
I love the concert... And it helps me for studies ...but it works good for a day... When I open it on the next day.... It crashes again and again.... Please fixed it.....it helps me for studies....,neutral
_Divine take my advice lookin through the phone cost me my relationship,positive
on the way to kuya jordan`s house for an O`s sleepover  !,neutral
" lmao, yep",neutral
"Not impressed considering the size of the owner. Loses entire days worth of data if refreshed as prompted to ""apply update"". Shows lists differently on mobile app. Can't order some lists. Painfully slow to sync between devices when compared to ANY checklist app available. Annoyed since I switched from Wunderlist when Microsoft started ruining it.",negative
Happy Mother`s Day to all the Mothers! Especially mine!  Enjoy ya day mothers!,positive
i think that i`m the only 1 on!!!,positive
get my wii fit in couple of hours!,neutral
flashlight tag!  i love playing games in the dark.,positive
 you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,neutral
 You must be scared to be trolling here. You guys are so sad.   #tcot #right,negative
I love love love the app and ever since I bought the Pro version I've had it running in the background and was still able to access other apps I use for studying. The problem is... I can't access the store where you can buy various different trees. So all I'm stuck with are the defaults and the Wisteria tree I redeemed. Five stars if you can fix this problem.,neutral
 Thanks for the well wishes and hope ur day is also quite successful,positive
Shen computer just broke  Time to get the old IBM out...,neutral
 Not had an offer like that for a while,neutral
"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",negative
back home. man im hungry. getting ready..shopping,neutral
" again, surely the uploading could wait until you got home?  I`m all about enjoying the party when you can.",positive
 are you making fun of the  call-in guy?,positive
Im wishing that i had the weekend off so i can go to SOL.,positive
"The widget, which is the whole reason I downloaded this app, doesn't seem to be updating anymore, even when I click the refresh button. Additionally, there doesn't seem to be a way to mark a task as not completed once you've already marked it as completed.",negative
"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC",negative
