text,label
"not  you, me, just drank too much.",0
"I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",1
tiiiired but i cant sleep,0
"It wasn't as intuitive as other organizational apps I've used but once I got the hang of it, wow. So many options to really get organized in a detailed way. I love it",2
"'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",2
I did many things but missed tweeting,0
fun fun night  miss you. night tweets,1
i`m so sick   bad throat and the WORST toothache.  good thing i work in a pharmacy.  load me up with drugs!!,0
LoL....heeeyyy love! Not much working   and you,1
"I`m good, thanks.  Hope you`re enjoying the weekend!",2
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,0
Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,0
hehehehe oh i love the Purate ENglish sooo much,2
"I have to admit, I`m a bit bummed out that I wasn`t with my friends walking today....",0
Happy Mums Day This is Nelly`s shout out   http://skitch.com/t/tac,2
I just bought pro on my tablet 15 minutes ago and then installed Sectograph on my phone and it says I have to buy pro again. What the heck happened with syncing google accounts,0
i wish i could call you but it will cost a lot  my parents wont let me,1
the trailer has been removed  i have a look and see if i can find it somewhere,1
"I`m eating a flake storm from hungry jacks. or as americans call it, burger king",1
of course,1
haha i love both of them too  hmm.. lol i`m in need of some good bands too,2
My pleasure and sorry to hear about the pollen thing,1
ah wait! we can only go if you can get us to and from cos my mom`s tires are nonlong distance till she can buy some new ones.,1
"awww  I know you never will, I`m so thankful I can count on you, love ya boo",2
whopee TGIF   that was more fun when i had a job,2
Are they both still talking to you then?,1
yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,0
tweettttt.,1
About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,2
"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one **** a 2 year old child?!  How the F?  Why?",1
"no worries, good news are good to spread",2
"It's useful. I wasn't sure how good it'd be at keeping me focused, but it really does help--and it shows me how much I use my phone. Also, the gardens are quite pretty. I would like more realistic varieties of plants and for it to not be so expensive to plant real trees, though. Seems fitting to be able to plant trees in real life with every tree you plant. I'd be much more willing to recommend this app to people if I could plant a real tree with every full tree I plant in the app.",0
...No more adventure time,1
this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,0
going to work nightshift....,1
"I cannot log in to my old account since I have to buy the pro version in order to log in at first. So my past progress is lost. Also, I cannot purchase the pro version neither: 'error(6)' I have reinstalled, forced stop, cleared cache, etc multiple times. I have added a paying method to my google play account as well. Nothing has helped and I haven't received an answer to my email to you yet. This makes me sad because I like the app to much to deinstall it.",0
New update has ruined the app...the reminder option is no longer available with ringtones...why the heck should I keep this app now in my phone... deleting....,0
"Eatin dinna, herd tom brady not movin 2 fast",1
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",2
"Simply put: Perfect. The free version is already amazing, I can only imagine how great the premium version is.",2
'jaunty jackalope' `s too boring a name; 'intrepid ibex' is still my favorite among them all ...,1
well it was good until it just kept crashing and I don't know why,1
"Disappointed, cant plan the same task over multiple days. Manually adding same task to repeat each day is a downside. Uninstalled.",0
did you get my text?,1
is going to her last full day of school. life is good.,2
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,1
Ohh boy my babys tooth came out !,0
My Friday made me miss high school,0
Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,1
Happy Birthday  Hope you enjoyed us singing to you Wednesday <3,2
"SLOW on laptop, does not sync with website. No stickers on app, just laptop. I set up my calander on my ohone, then went to desktop. I can't open up my calander unlesss I give payment info on laptop. I already set up payment in Google Play. And to get to that screen takes a LONG time.",0
"he`s hard to please, methinks he has the picture in his head just fine",2
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",2
Or even listen to Susan`s green policies,1
Little Louisa is number 3 trying to get number one!  ****,1
Don`t worry you will have Ava to distract you on the flight,2
cant use if i dont allow permission for contacts? dumb,0
TwitterBerry hates me,0
Recovering from an Italian cruise in the Mediterenean,1
Hope that migraine doesn`t stick around for too long.,2
i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,2
Gdnight Tweeters (: Night  sleep tight and don`t steal my blankets  Otay! I love YOUS,2
"Whilst being engaging with its currency system, in how you have to work to personalise your experience, I do have some quarrels. One of these being the similarities in structure between this app and others such as Grammarly. I understand that this is an advertising matter, however it seems to have stolen the feature to double your reward From watching an advert. This I find, encourages both laziness and the dulling of the experience as it feels repetitive. Less help would give more work for us.",1
I purchased the app. All I need now is to add color to the calendar entries. mmh I'll think of some stuff later.,0
I think my cheap sunglasses are falling apart. Oh well,0
"haha i`ll keep that in mind  so far, i reckon i have enough money to stop my hair greying when i retire ;D",1
"Have a cold one for me, I`m just off to work now",1
so haven`t seen any videos the last few days  hope everything is ok...,1
Waitin for the man to get home so he can take me out !!!! been waitin 4 hours,1
Wish I brought some warmer clothes. It`s chilly here.  only negative thing about the trip (& the no sun which is connected to chilliness),0
Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,0
This app is not the best.,0
Hello there hope your over your flu now,2
"So, I picked up Chris Botti`s~Live in Boston CD, listening while driving home tonight under the moon. Didn`t want it to end.",2
hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,2
"I`m in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics",0
Nothing like Charley Biggs Chicken @ 7:53AM,1
"yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",2
"It does not give me the ability to NOT use 24-hr time format. I'm not in the military or a factory so I prefer regular time format. Doesn't matter how many times I uncheck the 24-hr setting, it sticks. Fix that and I'll rate higher and maybe even purchase a yr subscription.",0
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,2
"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",0
😀,1
You`re still welcome - the door`s wide enough for your zimmer frame,1
"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",2
feel dpressed,0
Time warner is the devil. Worst possible time for the Internet to go out.,0
Can't use it without email.,1
i dont think you can vote anymore! i tried,0
This task app has been very helpful at organizing things that I do on a daily basis especially making list for shopping or getting gifts for friends. I've never personally used location tracking so that I can list out a specific location but I'm sure that it works perfectly fine as long as your GPS works as well. I would definitely recommend this to those that are looking for more organization to their day! 5/5 stars.,2
Piece of poo,0
Guess I`ll take a nap,1
http://twitpic.com/45r61 -  saddest thing i`ve seen a while,0
nope no love,0
I don`t have the fake fascination like i once did before. Cause i no longer have to pretend i like you,1
maybe I missed my chance this time,0
"cool visual but doesn't work the way I thought it would. I don't like organizing my hour-by-hour tasks through my calendar because it clutters it up and makes me miss my important events. I wanted to use this app thinking that it would allow me to plan my dialy tasks just through the app. But every time I want to plan an event it forces me to do it through my calendar which I don't like. good concept, but I don't see a reason to use it since it just wants me to use my calendar anyway.",0
i love this app so far but the notifications are not really working for me,1
I am so sorry!!  That really sucks,0
_ i am glad to break my twitter virginity with you two.,2
Lol  It`s like you have a cult.. haha,2
it`s beeen onee year,1
"Rollback, right after editing.. pls fix this!",0
You are replying its free app but in every Option it shows you can get access to this tool after purchasing.,0
Happy moms day,2
"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",0
"as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",1
"1) create 80 000 events to several exchange calendars 2) sync it with BC 2 mobile app 3) and you will see how ""perfect"" BC2 works All the time - ANR!! Thank you.",0
"Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",0
"Love it! This app has really helped me stay focused on my school work, and I feel really good that my points are going towards planting a real tree. The rate of reward is low enough to make it a challenge, but high enough to make it satisfying. Very cool, especially for a free app.",2
"Smooches to you as well, have a great day!",2
couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,1
"Smooth and simple UI. Devs could make setting an alarm for tasks even simpler with less taps, since I use reminders at specific times for each task.",2
"anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",2
"i would, but i don`t know how to do it from the phone...",1
i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung,1
dont you think this tour went fast? i do,1
It often pays to wait,1
"Easy, simple, cheerful, effective",2
Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,1
I lost 15 dollars. I always lose my money,1
I love that my boyfriends loves my mac n cheese. he even took some to work with him,2
"I love Forest! It was the first app in which I paid for the premium version, and it was so worth it! It is very cute, motivational, and easy to use. The only suggestion I have for future updates is for the user to be able to customize plant placement. Thank you Forest developers! Update: I have been using Forest for about 6 months now and still love it. I just want to say how much I appreciate the Forest team listening to feedback and providing amazing customer support. Thank you!",2
How about give golf lessons?? AND sing to your student taking lessons??    (JAKEOWEN2009 live > http://ustre.am/2S1Y),1
Although it's very helpful but make a navbar of all the lists or try to show all the lists in list format when we open the app so that we can see which lists are there,2
Wants To Dress Up,1
nice hair and nowhere to go,2
hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,2
yes but they hate it when we do it...silly boys,0
heading out to the park with the kids - hope it does not rain -looking cloudy?,2
Can`t figure out how to reply on Tumblr sorry! I don`t get into NYC until 6/4 so I can`t go to any events b4 then,0
why?,1
good catch!  Thanks a bunch- have to put up a new widget.,2
Cool app 👍,2
"This app used to be helpful, now it doesn't give me notifications unless I open the app. When I do open the app, I am slammed with overlapping ""reminders"". I have tried everything in the settings, but nothing has helped. I like all the other aspects of this app, so it's a shame that the one thing I need it for doesn't work any more.",1
*cough cough hack hack,1
Law week is gonna go the **** off  SO EXCITED,2
i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!,2
Tell my work to give me two days off in a row! Stat! I`m full time I`m supposed to have priority,1
"_DinaSadik forensic mein kya hai! bas rat te jaao  and micro?havin a micro exam soon,the lab diagnosis of all d individual bacteria!",1
"Help! GPS coordinates show up as phone numbers and/instead of a location. I enter the GPS coords in location, but in widget it shows the ""phone"" and ""map"" icons. Then when you select the event, but before edit, it shows it to be a phone number. I've bein dealing with it, but it's getting frustrating bc we use it 3-4 times a day I love the app, but this is just getting too much.",1
Busssssss with everyone!  yayyy!!!!!!!,1
grrrrri want you to come  kiss justice for me !!!,2
last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,0
"I paid for premium when transitioning to a new phone, and my history was transferred. I recently had to un+re-install the App for personal reasons and it does not recognise my account anymore. Creator contact has not responded to numerous courteous emails. EXTREMELY DISAPPOINTED. Wish I could get 3+ years of data back. I loved the App, and the App itself is 5 stars but will only rate 1 due to reasons above. Would change to 5 stars if resolved.",0
"humm.... I adore Mark #hoppusday ,so I`m just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",2
that`s dope!  stay out of trouble,1
Mango Medley has yummy mango and mango ice cream!,2
You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),2
i would love to come visit you in Korea.. next flight that is under 100 i am there!,2
Safeway offering mobile coupons http://bit.ly/ONH7w,1
Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!,2
Presenting today...hope it leads to the ability to move up one day,2
"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",2
"I`m glad for you  I`m fine, thanks. Just another night full of M",2
"Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",2
love the song and liked the movie,2
http://twitpic.com/4phze - Awe! I miss my baby,0
"don`t worry though,he will be fine",2
HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',2
At work making more $$.. The only thing that keeps me going is knowing I can SHOP some more once I get paid  I`m becomin a SHOPAHOLIC hehe,1
"Shhhweeeet-jay-z, bros back from from prom",1
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,1
i basically want the world to kno that i have the BEST best friend    love her <3,2
u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,1
tell pete he looks sexy with a beard.,2
"Happy Mothers Day to all that are, all that are trying, and all that haven`t nailed their teenagers to a tree",2
how are you gonna get them? I got bitten,0
You seem Cool,2
Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!,1
im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?,0
good idea and work i would like to give it 5 stars if you solve my problem im using asus zenfone 3 max and app not able to detect my usage of other apps and plant never withers even if i close the app i give every permission it demands but it still continues im pro version user by the way,1
"Good lord, man.   I recommend the Dark & Stormy at Casablanca.",2
Well hello twitters,2
not feelin 2day,1
Ooooh Kay! Its time for me to stop twitterin and get going...,1
back to Roseburg...and an empty apartment,1
is working.   I am so happy my job is a radio and not anything physically exhausting....,2
I`m soo jealous right now!!,0
"The app would work great; if it only reminded you when you wanted it too... What I mean is, it would certainly remind me of my scheduled tasks. That great! But, it would also randomly interrupt me to ""plan my day"". If I didn't add something to my schedule, then I dont need a reminder. So stop fracking interrupting my daily phone use at random times, and sending me false notifications.",0
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,2
Thanks   Our little girl just loves animals so all the `oohs` and `aahs` were very cute!,2
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,2
The current release doesn't sync appoinments i make in the app to my Google calendar. It only copies the online calendar events to the app.,1
Car-warmed Sprite tastes like sore throat,0
because your mean to me and it makes me sad!,0
Looking for the  in Coal Harbour. Can`t find it!,0
"Love the program and it's definitely an improvement over Google Calendar. Just the easy moving back and forth between dates using the 'go to' feature is a huge plus in my book. It does have some short comings that are irritating to me at least. I use my calendar to keep track of my to do lists. I save them in the Description field. First off the editing features such as bolding, underlining, line numbering, etc don't appear anywhere unless like in my case you accidently discover them by doing a couple of steps of bizarre gymnastics. Once found I loved the features. However the first thing that is annoying is that if you have a long list of things that go past one screen you have to keep scrolling down to access those features. Would be nice if there was a button or tab that would open a stationary bar at the top or a floating window that moves with the screen. Second issue is definitely a software bug having to do with the line numbering. Once a line numbering list has been established and you want to go back to add a new line or change the priority by moving things up and down the system does odd things.",1
wish my nicky were home too,1
Impossible to cancel,0
better check YouTube,1
Can construct reminders well with an in depth layout,2
On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,1
*HUGS you*  awwww......i`m sorry you are feeling sad E!,0
euhm i`m french and i don`t really understand English . poo..,1
Home lost the baseball game by 1 friggin` point!  Now I`m gonna scrap.,0
"got to final table, but....went out third.  Don`t think I`ll be getting my free seat",0
"I need a hug because our pitching has been lackluster, our shortstops can`t field & Big Papi can`t get above the Mendoza line.",0
"The app looks nice, but being forced to move over from Wunderlist, the import data functionality only working after the 5th try (after two weeks) and the web version literally becoming unresponsive when I load it, tells me this app is not in any way finished or ready to be used. I don't trust it to not lose my data, so I can't use it. Thankfully, other apps can import from Wunderlist as well...",0
"Just got home from the bank, the teller was definitely hitting on me. Not interested.",1
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,2
"don`t know what to do today.  amazing weather and i`m sitting here, great.",1
I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour,1
tip 2 : at the very least make sure the bottle top is on securely and tightly...,1
Just woke up  shopping today for my birthday....kinda,1
"tiny PhD`s will do, because those bigger than me keep taunting me",1
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",1
I want someone to come over so i can take pictures but no one can,0
Doesn`t have to go to work tomorrow! Good times! Revision though,2
Yeah same,1
Loved it untill recently when it started playing adds eveytime i put in an appointment. Now ill have to get a new calender app after years of using it and loving it. Too bad.,0
i now know that we`ve made a difference in each others lives...i feel proud.,2
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,1
"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",0
"I like Light out, Walls up & shatter`d the most! Great work, Germany must get to know you asap..",2
A great idea and an entertaining design.,2
im home alone in the house and imma scared  x,0
can't do anything unless you buy the pro version,0
Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,2
My sleeping beauties  I love my grads!! http://twitpic.com/4we5w,2
is starving & has a chem quiz due at noon,0
So it`s Friday... I have to keep reminding myself since every day seems the same,1
": hmmm, wrong link, ignore my tweet",0
Link !,1
that sounds delicious,2
That's right. Nice addon but haven't really seen its power yet as I still don't have those colorful sectors show on the app,1
"im sitting here super nervous about the chiodos contest, i hope i win!!!!",1
"_x hah, well at least we are not saying; tory is a fatty watty",1
You know we do!,1
**** it. You don`t look well. You have to go home.,0
dang that burrito and toaster strudle(sp?) was just a tease im still hungry,1
"free version is all you need, paid version is overpriced and a waste of google credits",0
Ok- I guess it`s time to throw in the towel and head to work,1
tis a sad day,0
"me, here again!",1
I just want a star coral6,1
ughhh have a tummy ache,0
"mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",2
Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for,1
"'And I`m packing your ANGRY eyes, just incase'",0
This provider will spam your email box with no option to unsubscribe. Beware.,0
"No, a-ha is unfortunatelly from Norway. We have a big family happening and therefore we need some old hits",0
it says Lo`s page doesnt exist,1
"oh Marly, I`m so sorry!!  I hope you find her soon!! <3 <3",1
phones about to die  ttfn!,0
Outlook not so good,0
I miss my boys,0
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,2
"Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.",2
i know i suck.  my data plan is weak sauce.,0
http://twitpic.com/66vld - i don`t like this bangs! I want my hair back!,0
"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",1
"Well, like anything this app is only as useful as you're willing to let it be.  BUT, if you are committed to either making or breaking (or both!) any habit you can think of, then this little jewel of an app can help you do that.  The idea of ""streaks"" may seem trivial to some, but we all crave this at some level because it clearly marks out your accomplishments in a tangible way.  When you see you have X days of success, you are that much more likely to overcome the impediments you may face.  What's more, this program is highly flexible in the ways you can track any given habit.  I have yet to find a habit and pattern I couldn't set up.  The app is free, although I paid for the premium version because 1) I HATE ads and 2) I liked the flexibility of data export, so just try it and you may find that it changes your life for the better.",2
Joining twitter! Just added a random person,1
Can't check of checklist items,0
I wasn`t feeling it,0
The party has to be moved to next weekend  ..stupid weather.,0
Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,1
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",2
All my tasks are gone and unable to load anything.,1
missed out on westcott micro apollo too,0
It`s going to be a fun night and I`m helping host it!!!,2
Listening to Yultron!!,1
happy mothers day..,2
"Fun for university students The only problem is they don't order the tasks by date, do you have to be careful not to miss homework. Now that i think about it, it's actually a big problem for students using the app. It is fun, overall, and I do homework to keep my avatars alive. Think Tamagotchi",2
Bugger. forgot I still have washing in my machine,0
"hey hunny bunny, what`s a weekend? is that like a day off or something?",1
"I know, I stink at birthdays  sorry bra, hope you`re having fun anyhow, in spite of me!",1
Aww!  That`s so sweet!  So glad she`s home with you now. Happy mother`s day to you,2
anything with a dash creates an alert which is troublesome to remove. eg. practice weeks 1-3 turns into a due date of January 3rd,0
Twitter`s being lame and won`t post my twitpic of Gucci and I,0
take a nap bedalii,1
Headin 2 chilis Mr. Presidente`s callin my name! Then 2 the ice house,1
Doesn't allow you to unsubscribe from premium and the developers don't even respond whether on email or twitter.,0
aw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,1
why have 3 people stopped following me  is it something I said??,1
"so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",1
w00t! Glad to hear it! Though I am missing watching it outside the Igloo by a day,2
"Great app using the pomodoro technique for focusing on missions. The only thing I feel could be improved is allowing certain app to work (using setting) Fir example I take online coarses on my phone, and it would have been appreciated if the app wasn't considered to kill the tree",2
Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can`t wait to have a dragon pet,2
Amost there,1
"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",0
Good morning to you !  Its so pretty outside today,2
On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,1
Allergies suck ducks nuts.     <=====8=====>,0
Cloudy day in Berlin. Just about right to sit in front of a computer all day,1
Im sure the 5 ppl who came in after me will be seen by a dentist before I will,0
sat in the pub. Pretty quiet so far. Prob leave in a bit. Work at 6.30,0
"yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",1
a good girl nevah tells hahahahaha! hope you had a good weekend,2
"For US tweeps, don`t forget to call your mom today...",2
"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside",0
"NOOOOO! serena and darrian don`t remember each other, and i`ve been waiting all day to see them confess their love",1
I GOT IT! i hope i get off of work in time for UP   want my job?,1
Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,2
"Shipwrecked all weekend  license wasn`t suspended, it got cancelled. Can`t take the risk driving and no one lives near me",0
"hey, i`ve just updated my twitter",1
"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",2
thanx 4 thee follow,2
Watching one of my fav movies Sparkle  + go get food later!,2
"'Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.' I`m in good company.",2
"App is very good for what it is, but the sync feature stopped working for me. The FAQ says it's due to a rooted phone but this happened twice on non-rooted phones. HabitBull offers no support to fix. 2 stars bec it works standalone, but if you need syncing know there's a risk of permanent failure.",0
"Don't like it very much, but I think it's just not for me. It's very complex and deep with tasks and such (I could even set the percentage of fear for a task... What??) so I didn't get very far before I just said ""forget it"". My life is too busy for such complexity.",1
"I have loved the past 2 days of using the free version and, coupled with ""focus"" mode on my phone, the past 2 days have been super productive. Thank you!",2
is tired and sad,0
Bah I don`t think `s FB fan page will get to 7500,0
"Very nice app. It would be helpful if it is integrated with outlook calender, or can be added to outlook calender, just like evernote and wunderlist are connected to it.",2
"Nice but please give option to add different time intervals for habits. For example I want to develop habit of drinking water and want the reminder to come at multiple particular times a day. The app allows only one specific time for the reminder, so please add the mentioned feature.",2
First Day at the new job! Yeah!,2
Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request,2
She should keep her crown and shut her mouth!   Then she`ll know what non-judgmental means!,0
I think me gettin a physical change,1
"Wow, a calm evening",2
good 1km visible shot of TD one shows total decoupling of the low and mid level centers....this system is DEAD!! Waiting for the next one,0
"This is unforgivably close to perfect. Why no timer? So many tasks are long-term and need to be chipped away at bit by bit. You could have it where once a task was selected, the timer would start, and you would earn a certain amount of experience and coin for every x amount of minutes completed.  As it is, I have two pair this app with a different promodo app.",1
Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,1
painting,1
had  a little family party tonight   hope it rocked,2
"haha, yeah i meant mall! -winks back-",2
A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,1
_sounds bicycle? Sucks i cant ride with you,0
_roe oh well.  I`ve never seen him do anything before so I`m not gonna say anything.,1
Wonderful app,2
"Happy 'Star Wars' Day, Twitters.  http://migre.me/SiE :*",2
I`m too tired,0
"was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",1
quick catch up on missed Neighbours ... poor Libby,0
"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",1
Good Morning!,2
"Tom, I saw again a guy who looks like you in my campus today. He`s SOOO adorable... :') But you`re still cuter than him. Haha..",2
loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,2
Notifications are not working after upgrading to Android 10...,0
Hahah. Love them!,2
"Aw you named your car, that`s very sweet. I`m sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",1
Still want to go thoroughly with this app,1
"ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",2
"that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",0
they`re getting back together for one more album.. or so i heard.,1
i got no notification,0
"My experience of being on wunderlist was far superior, at least you should have replicated the look and feel. Why kill Wunderlist?",1
hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,2
"I guessed right, like 25 minutes ago...do you even see your replies....lol",1
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",2
"Absolutely terrible. I have a 30 something list of daily tasks to keep track of that are set to repeat. It was very tedious & time consuming to set up with in the first place, but after several days at random points some items would not renew. Not all at once and no discernible pattern as to the tasks it stopped renewing. They show that they are still supposed to repeat daily and they were last checked off several days ago, and will not show up on the list for today. 0/5 stars",0
Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,0
haha wtf is that! You don`t want me to leave,1
_tall_blonde   ~~Hello~~~  and thanks for the follow.,2
"hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",2
"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",2
"Checked is again as they are killing Wunderlist: Still lacking so many basic features, really lame. Why can't I manualy change the order of the tasks like in Wunderlist? where are the completed tasks? where are the deleted tasks? why are new items always added to the bottom?",0
I do not use it so I want to cancel the subscription but am unable. Jorte had unsubscribe within opening page. Unable to sign in.,0
Happy mother`s day to you as well!  Have a good one!,2
"I absolutely LOVE this app! I am a very OCD person when it comes to being organized and love my planner but really wanted something digital...very portable and environmentally friendly... I found it here! I love the way it syncs in seconds across my devices, phone, iPad, Google home device, and laptop. It’s super user friendly and very customizable! I tried several other digital planners and this one beats them hands down!",2
http://twitpic.com/4jcxr -  i meann look at what i just found lol,1
playing the game of watching straight people hook up but can`t leave because of another reason,1
Is off to get some dinner,1
"It doesn't let me use it, it keeps saying forest has stopped",0
"PKU meeting in London, ON all day today.  One of my favorite PKUers Jessie not there.   He has PKU and Leukemia and was in the hospital.",0
www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,1
Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),1
Chilling with some tv quite bored at the moment,0
"yes I can talk friench and in my picture this is me in france !!  Now , i`m in london and soon i`m going to L.A",1
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",1
"MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",1
yeah same here... I have a bit of headache too... ick,0
"Been using Habitica for a few months. Tried a few other to-do list games, none of them beats Habitica. Best way to keep track of daily life and still have fun.",2
awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,1
_Hodges Yup. Their loss.,0
Still jealous,0
"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",2
'Shut Up' was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,1
"i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?",1
"pls my dudes, minimize number of clicks to set/edit/delete task's reminder time. I feel like all I do is tap tap tap tap!",1
Dubai!!! Still trying to settle down,1
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",2
think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,1
missed iron chef,0
